class,person_id,cycle_id,handedness,frame_id,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,class_numeric
a,10,5,1,18,0.6987053155899048,0.5977078080177307,5.430746341517079e-08,0.6890566945075989,0.5940189361572266,-0.012703157030045986,0.6837722659111023,0.5999878644943237,-0.022208761423826218,0.6797460913658142,0.613181471824646,-0.029374180361628532,0.674807071685791,0.6274508237838745,-0.03630099445581436,0.696896493434906,0.5998979806900024,-0.02630697190761566,0.6980479955673218,0.6077564358711243,-0.03596179932355881,0.6979280710220337,0.6201035380363464,-0.041368719190359116,0.697325587272644,0.6344638466835022,-0.044731367379426956,0.707350492477417,0.608577311038971,-0.02302473597228527,0.7098097801208496,0.6199525594711304,-0.03037916123867035,0.7098696827888489,0.6334794163703918,-0.03273347020149231,0.7092286944389343,0.6470541954040527,-0.03498971462249756,0.7147870659828186,0.6165043115615845,-0.019986482337117195,0.7186201214790344,0.6299384832382202,-0.0265178382396698,0.7184367775917053,0.6424718499183655,-0.02878282219171524,0.717788815498352,0.6550728678703308,-0.030340183526277542,0.7193918824195862,0.6237847208976746,-0.01773664355278015,0.7245144844055176,0.6367669105529785,-0.02206321805715561,0.7259129285812378,0.6488247513771057,-0.023798631504178047,0.7261512279510498,0.6606718301773071,-0.025273462757468224,0
a,10,5,1,19,0.6960715055465698,0.5524981021881104,8.747327484570633e-08,0.6875708103179932,0.5533908009529114,-0.014967809431254864,0.681900680065155,0.5567958950996399,-0.02670290693640709,0.6789609789848328,0.5658653974533081,-0.035926055163145065,0.6752663254737854,0.5751781463623047,-0.044662993401288986,0.6983945965766907,0.5520346760749817,-0.030554108321666718,0.6993364691734314,0.5689719319343567,-0.04182833060622215,0.6986368894577026,0.5795199275016785,-0.047801949083805084,0.6992922425270081,0.5885072350502014,-0.05145047605037689,0.7094796895980835,0.5591795444488525,-0.027249310165643692,0.7125056385993958,0.5749903917312622,-0.03607334941625595,0.713416337966919,0.5898312926292419,-0.03909497335553169,0.7147355675697327,0.6028764247894287,-0.041891712695360184,0.7169312834739685,0.5667147636413574,-0.024222929030656815,0.7216735482215881,0.5814986824989319,-0.031628549098968506,0.7219526767730713,0.594900906085968,-0.03382587432861328,0.7223114967346191,0.6065067648887634,-0.03559626266360283,0.7216944694519043,0.575047492980957,-0.02225429378449917,0.726975679397583,0.5870077610015869,-0.027624519541859627,0.7282329201698303,0.5978637933731079,-0.029462095350027084,0.7287008166313171,0.6084939241409302,-0.03097233548760414,0
a,10,5,1,20,0.6873844861984253,0.5340352654457092,4.02370083918413e-08,0.6799196004867554,0.5291124582290649,-0.011461030691862106,0.6751464009284973,0.5254964828491211,-0.02124398574233055,0.6760879158973694,0.5275868773460388,-0.029771562665700912,0.6775609254837036,0.5322901606559753,-0.03787326440215111,0.6946059465408325,0.5071782469749451,-0.02126511000096798,0.6978400945663452,0.5138165950775146,-0.030925091356039047,0.6996801495552063,0.5280290246009827,-0.03678593039512634,0.700980544090271,0.542357325553894,-0.04058244451880455,0.7065694332122803,0.5132170915603638,-0.020015422254800797,0.7091153860092163,0.5230218768119812,-0.028213197365403175,0.7097654938697815,0.5398244261741638,-0.032046474516391754,0.7092164754867554,0.5543928742408752,-0.0351753868162632,0.7140688300132751,0.522312581539154,-0.01924113929271698,0.7186424136161804,0.5299124121665955,-0.026782598346471786,0.7194657921791077,0.5450605750083923,-0.03016478382050991,0.718970537185669,0.558625340461731,-0.03244156017899513,0.7190852761268616,0.5336238741874695,-0.019275112077593803,0.7252823710441589,0.5359107851982117,-0.024967538192868233,0.7271589040756226,0.5464957356452942,-0.027346791699528694,0.7280421853065491,0.5577654838562012,-0.028991876170039177,0
a,10,5,1,21,0.6850767135620117,0.5117043852806091,-6.767851612465847e-09,0.6758405566215515,0.5011209845542908,-0.009702612645924091,0.671222448348999,0.49234798550605774,-0.01798166148364544,0.671220064163208,0.4899865984916687,-0.025743158534169197,0.6730062961578369,0.48978179693222046,-0.03356724977493286,0.6907346844673157,0.46873772144317627,-0.015800151973962784,0.6926613450050354,0.46826377511024475,-0.02494964562356472,0.693708598613739,0.4798651933670044,-0.03150074928998947,0.6948740482330322,0.49346688389778137,-0.03550707548856735,0.7025230526924133,0.4749109447002411,-0.015472871251404285,0.7067956328392029,0.47439566254615784,-0.02371487207710743,0.7071316838264465,0.4872512221336365,-0.028593365103006363,0.705572783946991,0.5024623274803162,-0.03180522099137306,0.7109844088554382,0.4840485751628876,-0.015798648819327354,0.7170241475105286,0.48334020376205444,-0.023262927308678627,0.7169861197471619,0.4937319755554199,-0.02694331854581833,0.7145488858222961,0.5065557956695557,-0.028700554743409157,0.7171882390975952,0.4949742555618286,-0.016895262524485588,0.7236876487731934,0.49188148975372314,-0.021967757493257523,0.7257741689682007,0.4990966320037842,-0.02382497861981392,0.7262324690818787,0.5088959336280823,-0.024675942957401276,0
a,10,5,1,22,0.40689408779144287,0.7386619448661804,-2.468194892912834e-08,0.4220511317253113,0.7353707551956177,-0.009004287421703339,0.4345082938671112,0.7443066239356995,-0.016692383214831352,0.4414708912372589,0.7578495144844055,-0.022320851683616638,0.44412460923194885,0.773135781288147,-0.028083473443984985,0.4227357506752014,0.7465755939483643,-0.027139268815517426,0.43548938632011414,0.7702405452728271,-0.03687318041920662,0.4440116882324219,0.7844248414039612,-0.04131019115447998,0.4509381651878357,0.798154890537262,-0.044344305992126465,0.4136105179786682,0.75649493932724,-0.026270294561982155,0.42695873975753784,0.7832351922988892,-0.0355544351041317,0.43677088618278503,0.7980484962463379,-0.038787081837654114,0.44519591331481934,0.8104868531227112,-0.04164670407772064,0.4052330553531647,0.766052782535553,-0.02515999600291252,0.4159521460533142,0.7918536067008972,-0.03440116345882416,0.4242571294307709,0.804344892501831,-0.03804881125688553,0.4325217306613922,0.8138782382011414,-0.04047546535730362,0.39807432889938354,0.7744063138961792,-0.02419004961848259,0.39659470319747925,0.795609176158905,-0.03260590136051178,0.39678874611854553,0.8104686737060547,-0.03731723129749298,0.3990194499492645,0.8242534399032593,-0.04075385630130768,0
a,10,5,1,23,0.6820330023765564,0.45959052443504333,-3.6042926865320624e-08,0.6721831560134888,0.4499437212944031,-0.006841686088591814,0.665026068687439,0.4404730796813965,-0.013176457956433296,0.6630842685699463,0.4356479346752167,-0.019948827102780342,0.6610581278800964,0.4348251521587372,-0.027111537754535675,0.6810223460197449,0.41457390785217285,-0.009021131321787834,0.6793654561042786,0.40226614475250244,-0.016260670498013496,0.6801769137382507,0.40974780917167664,-0.022053997963666916,0.6819101572036743,0.4215884804725647,-0.02547360584139824,0.6922386288642883,0.41993334889411926,-0.00988709181547165,0.6948238611221313,0.405575692653656,-0.016944678500294685,0.6942119002342224,0.415878564119339,-0.02183021605014801,0.6915536522865295,0.43200334906578064,-0.02472110465168953,0.7015584111213684,0.4276784360408783,-0.011347495019435883,0.705566942691803,0.41460058093070984,-0.01754922606050968,0.7037994265556335,0.42355403304100037,-0.020852675661444664,0.6995904445648193,0.4379158020019531,-0.022078413516283035,0.7087743282318115,0.43743398785591125,-0.013479102402925491,0.7138286232948303,0.42412617802619934,-0.017018534243106842,0.7157766222953796,0.42665231227874756,-0.01793498359620571,0.7157093286514282,0.43449485301971436,-0.01813669316470623,0
a,10,5,1,24,0.4096396565437317,0.7542805671691895,-3.3963750922794134e-08,0.42259833216667175,0.7476866841316223,-0.007636976893991232,0.4337608516216278,0.7517974376678467,-0.014356751926243305,0.4417514503002167,0.7607529759407043,-0.019380157813429832,0.4440419673919678,0.7746245861053467,-0.024661432951688766,0.4228571653366089,0.755121111869812,-0.023815006017684937,0.4349572956562042,0.7768280506134033,-0.03254573792219162,0.44241827726364136,0.7892141342163086,-0.03672453761100769,0.4484243392944336,0.8014480471611023,-0.03965744376182556,0.41437041759490967,0.7656632661819458,-0.023356137797236443,0.42672333121299744,0.7899173498153687,-0.03105245903134346,0.4354521930217743,0.8034533858299255,-0.034248873591423035,0.44332584738731384,0.8147943019866943,-0.03743576258420944,0.4062524437904358,0.7752236723899841,-0.02260458655655384,0.41619783639907837,0.7988564968109131,-0.030593493953347206,0.42421412467956543,0.8102150559425354,-0.0342322401702404,0.432394802570343,0.8183546662330627,-0.03702746704220772,0.39890921115875244,0.7832984328269958,-0.02192842960357666,0.39749279618263245,0.800979495048523,-0.029877154156565666,0.3979105055332184,0.8139487504959106,-0.034455556422472,0.4000928997993469,0.8251897096633911,-0.037907734513282776,0
a,10,5,1,25,0.6739299297332764,0.4309488534927368,-4.5492079436826316e-08,0.6633623242378235,0.4157431423664093,-0.007332877721637487,0.6550167202949524,0.40117818117141724,-0.014339473098516464,0.6512594819068909,0.39316490292549133,-0.021797535941004753,0.6475043296813965,0.3886747360229492,-0.029695067554712296,0.6723084449768066,0.37798771262168884,-0.01032143086194992,0.6723068952560425,0.35611507296562195,-0.018157530575990677,0.6726952791213989,0.3631655275821686,-0.024134505540132523,0.6728711724281311,0.37724632024765015,-0.027488796040415764,0.6822816133499146,0.3855396807193756,-0.011050662957131863,0.6862702369689941,0.36029908061027527,-0.019456710666418076,0.6855162382125854,0.37023746967315674,-0.02502693422138691,0.6817934513092041,0.3892480134963989,-0.027967490255832672,0.690822422504425,0.39452624320983887,-0.012362483888864517,0.6946424245834351,0.37011706829071045,-0.01851271279156208,0.6932293772697449,0.3791120946407318,-0.021392112597823143,0.6886935234069824,0.39622610807418823,-0.022224165499210358,0.6979926824569702,0.4060584604740143,-0.014438343234360218,0.7029601335525513,0.38427335023880005,-0.01741965487599373,0.7043358683586121,0.3849028944969177,-0.017777301371097565,0.7028621435165405,0.39395180344581604,-0.017545443028211594,0
a,10,5,1,26,0.6705286502838135,0.41887572407722473,-5.360979571378266e-08,0.6586704254150391,0.407108336687088,-0.0071767582558095455,0.6502478718757629,0.3966023325920105,-0.013803549110889435,0.6465829014778137,0.3885281980037689,-0.020790070295333862,0.6420637965202332,0.3828796446323395,-0.028303813189268112,0.6649052500724792,0.36935463547706604,-0.011511122807860374,0.6653392910957336,0.34687158465385437,-0.019477086141705513,0.6665291786193848,0.35332775115966797,-0.025231676176190376,0.6675640940666199,0.36691048741340637,-0.028468534350395203,0.676222562789917,0.3732820451259613,-0.012164832092821598,0.680096447467804,0.34664300084114075,-0.01980852335691452,0.6794370412826538,0.35673052072525024,-0.024359628558158875,0.6764923930168152,0.3759450614452362,-0.026922374963760376,0.6857341527938843,0.3795502483844757,-0.013364589773118496,0.6894620656967163,0.3539360463619232,-0.01924317143857479,0.687747597694397,0.3630930781364441,-0.021805481985211372,0.6837676167488098,0.38071075081825256,-0.022814277559518814,0.6937829256057739,0.3875669240951538,-0.015266083180904388,0.6980545520782471,0.36448949575424194,-0.01928485557436943,0.69819176197052,0.36571916937828064,-0.020278537645936012,0.6958398818969727,0.3760438859462738,-0.02058904990553856,0
a,10,5,1,27,0.6660730838775635,0.4132469892501831,-6.117183914966517e-08,0.6549957394599915,0.4028172492980957,-0.007469675503671169,0.6467710137367249,0.39028400182724,-0.01387688796967268,0.6431690454483032,0.3795400857925415,-0.02057531476020813,0.6383150815963745,0.37202221155166626,-0.02750590071082115,0.6592731475830078,0.35878437757492065,-0.011313416063785553,0.6589555144309998,0.33465367555618286,-0.019954480230808258,0.6600328683853149,0.34172195196151733,-0.026195749640464783,0.6612437963485718,0.3552422821521759,-0.02960771694779396,0.6705260276794434,0.3613363802433014,-0.011725720018148422,0.6727976202964783,0.3335728645324707,-0.01984497345983982,0.6726275682449341,0.3441643714904785,-0.02456275001168251,0.6709202527999878,0.3634715676307678,-0.027078209444880486,0.6802966594696045,0.3663989305496216,-0.012844891287386417,0.6834471225738525,0.3406148850917816,-0.019351396709680557,0.682194709777832,0.35033923387527466,-0.021951045840978622,0.679143488407135,0.36862462759017944,-0.022736307233572006,0.6892614960670471,0.3735126256942749,-0.014697174541652203,0.6932985186576843,0.350585401058197,-0.01935625448822975,0.6929246783256531,0.3526734411716461,-0.020602265372872353,0.6905245184898376,0.36398845911026,-0.020870083943009377,0
